date,entry_close,pred_close,actual_close,correct
2024-06-10,45.774,34.4411,31.6442,1
2024-06-11,44.7673,38.3713,29.1342,1
2024-06-12,46.5753,32.958,30.6243,1
2024-06-13,45.3837,34.8108,31.2666,1
2024-06-14,44.9112,35.6915,31.1638,1
2024-06-17,45.1577,35.1115,31.9859,1
2024-06-18,43.8017,32.2087,31.9859,1
2024-06-20,43.6374,31.4722,31.7547,1
2024-06-21,41.9116,28.8071,31.9859,1
2024-06-24,39.8571,40.4702,32.1144,0
2024-06-25,41.6034,35.3601,33.0393,1
2024-06-26,40.5145,39.4927,33.3476,1
2024-06-27,42.1581,33.1356,33.4247,1
2024-06-28,41.8705,33.666,33.6816,1
2024-07-01,43.2676,38.5716,33.1164,1
2024-07-02,43.0005,34.4637,34.8377,1
2024-07-03,42.7745,33.4698,36.148,1
2024-07-05,42.6256,34.8383,34.4266,1
2024-07-08,42.3811,36.1397,32.0887,1
2024-07-09,42.4033,34.9643,32.1144,1
2024-07-10,42.4256,34.021,31.8832,1
2024-07-11,41.6255,38.2438,33.0907,1
2024-07-12,42.3144,34.5816,32.7824,1
2024-07-15,44.5146,34.4789,32.7567,1
2024-07-16,45.0035,38.0099,32.6796,1
2024-07-17,44.3146,35.071,32.3713,1
2024-07-18,41.5366,34.7276,33.9642,1
2024-07-19,45.1147,34.0436,36.4306,1
2024-07-22,46.7148,37.2453,36.559,1
2024-07-23,45.9147,33.9602,38.563,1
2024-07-24,44.0035,36.9228,37.6474,1
2024-07-25,41.7366,30.5851,40.0888,1
2024-07-26,43.3812,34.9471,39.2565,1
2024-07-29,42.5367,32.9297,38.8681,1
2024-07-30,40.9588,39.034,36.8984,1
2024-07-31,41.0032,35.2737,38.5075,1
2024-08-01,38.8697,35.4076,37.9804,1
2024-08-02,37.8696,36.2639,39.5895,0
2024-08-05,35.3361,37.6896,40.0611,1
2024-08-06,36.2251,35.8397,39.0624,0
2024-08-07,33.397,32.7488,34.4292,0
2024-08-08,35.5998,31.8539,34.6512,1
2024-08-09,36.4051,35.2998,35.2615,1
2024-08-12,35.9788,36.6301,36.288,1
2024-08-13,36.9736,35.467,44.1394,0
2024-08-14,36.9025,37.0466,44.722,1
2024-08-15,37.1867,31.1903,47.0524,0
