date,entry_close,pred_close,actual_close,correct
2024-06-10,1157.3844,986.8624,1178.0243,0
2024-06-11,1146.6523,932.5053,1146.9093,0
2024-06-12,1171.6879,826.2895,1154.5308,1
2024-06-13,1173.0349,896.0895,1161.6028,1
2024-06-14,1147.4323,915.2691,1176.9166,0
2024-06-17,1168.8342,813.2706,1194.6409,0
2024-06-18,1187.0636,902.543,1212.1257,0
2024-06-20,1178.37,917.4385,1216.6986,0
2024-06-21,1170.7661,999.5891,1218.9407,0
2024-06-24,1176.9343,975.2462,1217.3898,0
2024-06-25,1170.1193,909.1331,1231.702,0
2024-06-26,1152.8115,824.7538,1247.8135,0
2024-06-27,1142.0175,983.2982,1256.6312,0
2024-06-28,1132.2336,970.0883,1259.219,0
2024-07-01,1110.1758,1036.245,1262.1967,0
2024-07-02,1132.668,945.8991,1241.7872,0
2024-07-03,1137.4535,1050.5388,1243.2495,0
2024-07-05,1129.522,901.8737,1264.7401,0
2024-07-08,1127.4216,998.5323,1272.5654,0
2024-07-09,1125.8972,948.5705,1278.3878,0
2024-07-10,1127.8647,915.4545,1257.615,0
2024-07-11,1112.7635,1002.2307,1268.2534,0
2024-07-12,1100.9504,1028.6647,1269.2734,0
2024-07-15,1100.6224,964.3093,1287.1165,0
2024-07-16,1134.7948,835.6492,1297.7268,0
2024-07-17,1100.2059,1008.8317,1280.9037,0
2024-07-18,1104.1497,1001.416,1319.6776,0
2024-07-19,1097.1927,1046.998,1320.8097,0
2024-07-22,1112.9497,965.2214,1301.0579,0
2024-07-23,1140.6704,1016.0292,1295.0228,0
2024-07-24,1103.7596,1014.9344,1311.7618,0
2024-07-25,1088.641,1004.4321,1307.2706,0
2024-07-26,1094.3481,993.4965,1297.6333,0
2024-07-29,1095.4647,989.1022,1263.5284,0
2024-07-30,1120.3141,1051.0118,1270.2465,0
2024-07-31,1146.9536,1061.6255,1258.9905,0
2024-08-01,1123.7526,1000.9291,1267.6639,0
2024-08-02,1074.3286,1055.123,1252.9274,0
2024-08-05,1071.8293,1010.5273,1250.2046,0
2024-08-06,1096.5725,1086.7146,1244.0853,0
2024-08-07,1065.2538,997.3679,1218.5137,0
2024-08-08,1091.0337,1002.455,1220.5721,0
2024-08-09,1104.3092,1039.6365,1230.7615,0
2024-08-12,1092.7441,1069.2637,1251.5426,0
2024-08-13,1102.1733,1092.6287,1293.6473,0
2024-08-14,1106.312,1063.5618,1243.8608,0
2024-08-15,1127.5634,1022.6884,1264.0618,0
2024-08-16,1134.4226,1009.4532,1286.3118,0
2024-08-19,1159.3784,986.9725,1268.2161,0
2024-08-20,1161.3015,936.1233,1275.3083,0
