date,entry_close,pred_close,actual_close,correct
2024-06-10,143.5276,133.4924,171.7218,0
2024-06-11,141.234,136.8993,167.6886,0
2024-06-12,143.4806,136.9827,173.2972,0
2024-06-13,142.644,130.385,169.6625,0
2024-06-14,142.0236,128.5381,168.0871,0
2024-06-17,143.6122,138.8542,168.5427,0
2024-06-18,145.2102,143.3541,168.201,0
2024-06-20,143.9882,140.1789,171.6933,0
2024-06-21,144.007,135.5724,172.2343,0
2024-06-24,145.605,135.8365,173.2592,0
2024-06-25,142.785,142.793,177.6531,1
2024-06-26,142.7004,132.5528,176.8559,0
2024-06-27,142.8132,137.1458,175.6507,0
2024-06-28,146.1502,136.4877,175.2047,0
2024-07-01,146.7706,131.3187,172.5,0
2024-07-02,149.3086,136.4824,173.971,0
2024-07-03,148.3216,127.2502,173.7337,0
2024-07-05,147.1184,125.1081,175.4229,0
2024-07-08,149.2428,130.4251,170.7159,0
2024-07-09,151.8184,134.8017,170.2509,0
2024-07-10,154.4409,130.8512,169.2924,0
2024-07-11,158.2009,127.438,172.965,0
2024-07-12,158.4453,145.8953,172.9366,0
2024-07-15,160.4002,134.9713,171.6364,0
2024-07-16,167.9543,136.5857,173.9235,0
2024-07-17,170.5451,130.39,174.0184,0
2024-07-18,167.0907,120.8408,178.194,0
2024-07-19,166.5593,138.0378,178.9058,0
2024-07-22,168.1156,137.6376,182.531,0
2024-07-23,169.5106,138.792,181.7558,0
2024-07-24,168.3529,130.8324,180.6744,0
2024-07-25,170.8203,128.8299,181.2295,0
2024-07-26,171.9686,128.5712,177.6504,0
2024-07-29,171.7693,132.0656,178.2629,0
2024-07-30,172.6993,125.1682,180.1099,0
2024-07-31,171.8642,138.8721,180.8084,0
2024-08-01,167.0148,128.7507,177.8227,0
2024-08-02,161.3302,130.7421,181.6601,0
2024-08-05,157.3634,142.1871,179.7653,0
2024-08-06,160.4667,135.1255,182.0333,0
2024-08-07,158.246,134.5992,180.1672,0
2024-08-08,161.596,142.1603,179.0955,0
2024-08-09,161.2543,134.2065,177.9471,0
2024-08-12,158.5022,134.6871,180.6744,0
2024-08-13,159.6315,145.6795,196.1485,0
2024-08-14,159.7834,135.2529,194.4643,0
2024-08-15,163.0574,132.7156,195.1916,0
2024-08-16,164.1773,144.6093,200.6845,0
2024-08-19,165.6008,147.2907,201.9573,0
2024-08-20,164.7372,138.16,200.2922,0
2024-08-21,164.5284,135.1015,199.0098,0
2024-08-22,165.9993,137.2659,198.7419,0
2024-08-23,169.0172,147.7852,197.9285,0
2024-08-26,169.0267,134.9835,196.0433,0
2024-08-27,170.0136,144.5276,195.1724,0
2024-08-28,172.5095,147.4152,196.895,0
2024-08-29,173.7052,137.8696,201.029,0
2024-08-30,175.6507,138.6972,203.3257,0
2024-09-03,175.0908,145.4065,204.9813,0
2024-09-04,173.0599,151.2983,205.7468,0
2024-09-05,171.7218,147.3758,205.4789,0
2024-09-06,167.6886,134.3492,202.2635,0
2024-09-09,173.2972,146.8872,200.0146,0
2024-09-10,169.6625,140.9089,198.9716,0
2024-09-11,168.0871,138.9442,199.8424,0
2024-09-12,168.5427,147.4288,199.651,0
2024-09-13,168.201,142.6851,195.6987,0
2024-09-16,171.6933,164.2738,195.6413,0
2024-09-17,172.2343,146.4353,194.627,0
2024-09-18,173.2592,144.2801,193.603,0
2024-09-19,177.6531,143.5329,192.8279,0
2024-09-20,176.8559,138.4621,191.8996,0
2024-09-23,175.6507,153.7127,189.7656,0
2024-09-24,175.2047,146.9984,183.6984,0
2024-09-25,172.5,155.4444,181.8515,0
2024-09-26,173.971,156.2201,184.464,0
2024-09-27,173.7337,149.8315,184.8085,0
2024-09-30,175.4229,144.8258,185.7272,0
2024-10-01,170.7159,149.6071,186.3875,0
2024-10-02,170.2509,143.928,184.9616,0
2024-10-03,169.2924,157.4775,184.2439,0
2024-10-04,172.965,157.9072,184.5502,0
2024-10-07,172.9366,153.5731,183.153,0
2024-10-08,171.6364,135.6426,187.2105,0
2024-10-09,173.9235,155.3533,187.1722,0
2024-10-10,174.0184,144.1101,186.3875,0
2024-10-11,178.194,154.1557,186.3014,0
2024-10-14,178.9058,153.3414,180.885,0
2024-10-15,182.531,156.3896,184.1482,0
2024-10-16,181.7558,150.7594,187.2871,0
2024-10-17,180.6744,139.1575,193.3946,0
2024-10-18,181.2295,161.3196,189.6316,0
2024-10-21,177.6504,156.3631,191.5613,0
2024-10-22,178.2629,151.4597,191.5806,0
2024-10-23,180.1099,158.6065,189.4001,0
2024-10-24,180.8084,151.4906,190.7026,0
2024-10-25,177.8227,153.2491,192.5165,0
2024-10-28,181.6601,154.0233,195.7584,0
2024-10-29,179.7653,158.2071,194.6296,0
2024-10-30,182.0333,158.3835,195.0734,0
2024-10-31,180.1672,163.7204,194.9673,0
2024-11-01,179.0955,158.0286,193.8866,0
2024-11-04,177.9471,160.3283,190.693,0
2024-11-05,180.6744,158.3492,191.9859,0
2024-11-06,196.1485,153.0513,191.899,1
2024-11-07,194.4643,151.5349,195.3146,0
2024-11-08,195.1916,158.0329,193.6647,1
2024-11-11,200.6845,162.1097,190.3456,1
2024-11-12,201.9573,160.2871,192.2174,1
2024-11-13,200.2922,158.3391,188.715,1
2024-11-14,199.0098,159.7767,188.5607,1
2024-11-15,198.7419,155.402,187.0941,1
2024-11-18,197.9285,164.6151,189.6124,1
2024-11-19,196.0433,159.787,187.3836,1
2024-11-20,195.1724,142.74,185.1451,1
2024-11-21,196.895,153.7362,181.4401,1
2024-11-22,201.029,158.6577,180.3884,1
2024-11-25,203.3257,171.8034,179.9156,1
2024-11-26,204.9813,163.9399,180.4463,1
2024-11-27,205.7468,167.1447,181.9322,1
2024-11-29,205.4789,174.7771,185.174,1
2024-12-02,202.2635,160.2313,182.8295,1
2024-12-03,200.0146,153.6539,174.1072,1
2024-12-04,198.9716,160.632,174.1265,1
2024-12-05,199.8424,162.6029,172.6889,1
2024-12-06,199.651,155.5451,173.4511,1
2024-12-09,195.6987,172.96,168.4725,1
2024-12-10,195.6413,177.2189,164.0824,1
2024-12-11,194.627,158.9307,164.999,1
2024-12-12,193.603,169.3232,162.9053,1
2024-12-13,192.8279,140.8544,166.9094,1
2024-12-16,191.8996,168.1437,167.8839,1
2024-12-17,189.7656,165.8319,167.2568,1
2024-12-18,183.6984,158.0014,167.7199,1
2024-12-19,181.8515,172.1616,167.3147,1
2024-12-20,184.464,146.6933,167.5076,1
2024-12-23,184.8085,159.9378,170.3346,1
2024-12-24,185.7272,179.2675,170.6627,1
2024-12-26,186.3875,169.4322,170.7013,1
2024-12-27,184.9616,159.7688,168.8198,1
2024-12-30,184.2439,161.0348,165.8384,1
2024-12-31,184.5502,164.9346,169.5917,1
2025-01-02,183.153,170.3056,168.5014,1
2025-01-03,187.2105,159.6678,170.7881,1
2025-01-06,187.1722,161.0387,155.6207,1
2025-01-07,186.3875,163.9955,147.7186,1
2025-01-08,186.3014,165.373,147.4388,1
2025-01-10,180.885,172.7894,144.496,1
2025-01-13,184.1482,157.1259,154.5979,1
2025-01-14,187.2871,175.7295,146.8116,1
2025-01-15,193.3946,156.9271,146.6476,1
2025-01-16,189.6316,153.9303,149.8605,1
2025-01-17,191.5613,175.6833,149.928,1
2025-01-21,191.5806,171.474,147.7346,1
2025-01-22,189.4001,166.2478,148.5047,1
2025-01-23,190.7026,161.7838,146.36,1
2025-01-24,192.5165,172.0793,150.5715,1
2025-01-27,195.7584,144.4821,153.4572,1
2025-01-28,194.6296,174.1846,155.7384,1
2025-01-29,195.0734,170.6489,154.4808,1
2025-01-30,194.9673,160.8658,155.6409,1
2025-01-31,193.8866,176.1914,156.5671,1
2025-02-03,190.693,185.1155,156.6548,1
2025-02-04,191.9859,152.2716,156.9473,1
2025-02-05,191.899,172.4052,161.383,1
2025-02-06,195.3146,156.7575,161.539,1
2025-02-07,193.6647,174.7242,159.4235,1
2025-02-10,190.3456,176.3945,159.8622,1
2025-02-11,192.2174,159.8285,162.5431,1
2025-02-12,188.715,177.8411,162.2604,1
2025-02-13,188.5607,164.3458,170.6055,1
2025-02-14,187.0941,176.5877,173.0719,1
2025-02-18,189.6124,158.4448,173.3839,1
2025-02-19,187.3836,186.6457,174.9534,1
2025-02-20,185.1451,170.919,174.9144,1
2025-02-21,181.4401,175.6504,174.154,1
2025-02-24,180.3884,170.7341,173.0232,1
2025-02-25,179.9156,186.9097,167.944,0
