date,ticker,tier,mini,small,base,consensus,action,avg_pct,horizon,target_date,entry,tp,sl,filter
,NCLH,A,,,,NO DATA,SKIP,,,,,,,DATA MISSING
,NVAX,A,,,,NO DATA,SKIP,,,,,,,DATA MISSING
,WK,A,,,,NO DATA,SKIP,,,,,,,DATA MISSING
,AAL,A,,,,NO DATA,SKIP,,,,,,,DATA MISSING
2026-04-18,RIVN,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-16.74,40.0,2026-06-12,17.23,0.15,0.02,SHORT DISABLED
2026-04-18,BITF,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-16.04,60.0,2026-07-10,2.89,0.25,0.02,SHORT DISABLED
2026-04-18,PATH,A,UP,UP,UP,AGREE UP,HOLD,35.16,60.0,2026-07-10,10.41,0.2,0.1,
2026-04-18,HON,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-13.42,60.0,2026-07-10,233.55,0.15,0.1,SHORT DISABLED
2026-04-18,ITW,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-8.86,60.0,2026-07-10,272.26,0.2,0.1,SHORT DISABLED
2026-04-18,NCLH,A,UP,UP,DOWN,MIXED,SKIP,6.38,60.0,2026-07-10,20.99,0.25,0.1,
2026-04-18,NVAX,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-10.04,60.0,2026-07-10,8.84,0.3,0.1,SHORT DISABLED
2026-04-18,WK,A,UP,UP,UP,AGREE UP,HOLD,30.53,60.0,2026-07-10,57.34,0.25,0.1,
2026-04-18,AAL,A,UP,UP,UP,AGREE UP,BUY,4.27,60.0,2026-07-10,12.78,0.3,0.1,
2026-04-20,RIVN,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-12.98,40.0,2026-06-12,17.23,0.15,0.02,SHORT DISABLED
2026-04-20,BITF,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-36.58,60.0,2026-07-10,2.89,0.25,0.02,SHORT DISABLED
2026-04-20,PATH,A,UP,UP,UP,AGREE UP,HOLD,29.61,60.0,2026-07-10,10.41,0.2,0.1,
2026-04-20,HON,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-11.63,60.0,2026-07-10,233.55,0.15,0.1,SHORT DISABLED
2026-04-20,ITW,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-8.54,60.0,2026-07-10,272.26,0.2,0.1,SHORT DISABLED
2026-04-20,NCLH,A,UP,DOWN,UP,MIXED,SKIP,12.78,60.0,2026-07-10,20.99,0.25,0.1,
2026-04-20,NVAX,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-24.26,60.0,2026-07-10,8.84,0.3,0.1,SHORT DISABLED
2026-04-20,WK,A,UP,UP,UP,AGREE UP,HOLD,41.41,60.0,2026-07-10,57.34,0.25,0.1,
2026-04-20,AAL,A,UP,DOWN,UP,MIXED,SKIP,3.26,60.0,2026-07-10,12.78,0.3,0.1,
2026-04-21,RIVN,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-15.49,40.0,2026-06-15,16.92,0.15,0.02,SHORT DISABLED
2026-04-21,BITF,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-49.91,60.0,2026-07-13,2.88,0.25,0.02,SHORT DISABLED
2026-04-21,PATH,A,UP,UP,UP,AGREE UP,HOLD,38.83,60.0,2026-07-13,10.56,0.2,0.1,
2026-04-21,HON,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-9.88,60.0,2026-07-13,229.74,0.15,0.1,SHORT DISABLED
2026-04-21,ITW,A,UP,DOWN,DOWN,MIXED,SKIP,-2.59,60.0,2026-07-13,272.68,0.2,0.1,
2026-04-21,NCLH,A,UP,UP,DOWN,MIXED,SKIP,9.67,60.0,2026-07-13,20.26,0.25,0.1,
2026-04-21,NVAX,A,DOWN,UP,UP,MIXED,SKIP,2.6,60.0,2026-07-13,8.67,0.3,0.1,
2026-04-21,WK,A,UP,UP,UP,AGREE UP,HOLD,39.86,60.0,2026-07-13,56.92,0.25,0.1,
2026-04-21,AAL,A,UP,DOWN,UP,MIXED,SKIP,9.94,60.0,2026-07-13,12.24,0.3,0.1,
2026-04-22,RIVN,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-20.12,40.0,2026-06-17,17.37,0.15,0.02,SHORT DISABLED
2026-04-22,BITF,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-30.66,60.0,2026-07-14,2.81,0.25,0.02,SHORT DISABLED
2026-04-22,PATH,A,UP,UP,UP,AGREE UP,HOLD,26.32,60.0,2026-07-15,10.89,0.2,0.1,
2026-04-22,HON,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-6.01,60.0,2026-07-15,221.32,0.15,0.1,SHORT DISABLED
2026-04-22,ITW,A,DOWN,UP,DOWN,MIXED,SKIP,-2.29,60.0,2026-07-15,269.36,0.2,0.1,
2026-04-22,NCLH,A,UP,UP,UP,AGREE UP,HOLD,16.61,60.0,2026-07-15,19.0,0.25,0.1,
2026-04-22,NVAX,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-12.91,60.0,2026-07-15,8.52,0.3,0.1,SHORT DISABLED
2026-04-22,WK,A,UP,UP,UP,AGREE UP,HOLD,29.66,60.0,2026-07-15,55.69,0.25,0.1,
2026-04-22,AAL,A,UP,UP,UP,AGREE UP,HOLD,12.3,60.0,2026-07-15,11.53,0.3,0.1,
2026-04-23,RIVN,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-19.81,40.0,2026-06-17,17.74,0.15,0.02,SHORT DISABLED
2026-04-23,BITF,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-39.61,60.0,2026-07-15,3.04,0.25,0.02,SHORT DISABLED
2026-04-23,PATH,A,DOWN,UP,UP,MIXED,SKIP,19.75,60.0,2026-07-15,10.89,0.2,0.1,
2026-04-23,HON,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-6.42,60.0,2026-07-15,219.97,0.15,0.1,SHORT DISABLED
2026-04-23,ITW,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-9.09,60.0,2026-07-15,267.09,0.2,0.1,SHORT DISABLED
2026-04-23,NCLH,A,UP,UP,UP,AGREE UP,BUY,23.68,60.0,2026-07-15,19.03,0.25,0.1,
2026-04-23,NVAX,A,UP,DOWN,DOWN,MIXED,SKIP,-9.76,60.0,2026-07-15,8.45,0.3,0.1,
2026-04-23,WK,A,UP,UP,UP,AGREE UP,HOLD,29.28,60.0,2026-07-15,56.02,0.25,0.1,
2026-04-23,AAL,A,UP,UP,UP,AGREE UP,BUY,18.28,60.0,2026-07-15,11.5,0.3,0.1,
2026-04-27,RIVN,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-7.68,40.0,2026-06-19,16.52,0.15,0.02,SHORT DISABLED
2026-04-27,BITF,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-45.23,60.0,2026-07-17,3.29,0.25,0.02,SHORT DISABLED
2026-04-27,PATH,A,UP,UP,UP,AGREE UP,HOLD,23.33,60.0,2026-07-17,10.37,0.2,0.1,
2026-04-27,HON,A,DOWN,DOWN,UP,MIXED,SKIP,-2.62,60.0,2026-07-17,213.17,0.15,0.1,
2026-04-27,ITW,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-6.05,60.0,2026-07-17,269.29,0.2,0.1,SHORT DISABLED
2026-04-27,NCLH,A,UP,UP,UP,AGREE UP,HOLD,11.78,60.0,2026-07-17,18.51,0.25,0.1,
2026-04-27,NVAX,A,UP,UP,DOWN,MIXED,SKIP,3.98,60.0,2026-07-17,8.22,0.3,0.1,
2026-04-27,WK,A,UP,UP,UP,AGREE UP,HOLD,54.44,60.0,2026-07-17,53.15,0.25,0.1,
2026-04-27,AAL,A,UP,DOWN,UP,MIXED,SKIP,6.96,60.0,2026-07-17,12.1,0.3,0.1,
2026-04-28,RIVN,A,DOWN,DOWN,UP,MIXED,SKIP,-14.26,40.0,2026-06-22,16.72,0.15,0.02,
2026-04-28,BITF,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-39.83,60.0,2026-07-20,3.14,0.25,0.02,SHORT DISABLED
2026-04-28,PATH,A,UP,UP,UP,AGREE UP,HOLD,23.63,60.0,2026-07-20,10.46,0.2,0.1,
2026-04-28,HON,A,DOWN,UP,DOWN,MIXED,SKIP,-3.76,60.0,2026-07-20,212.05,0.15,0.1,
2026-04-28,ITW,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-5.69,60.0,2026-07-20,269.74,0.2,0.1,SHORT DISABLED
2026-04-28,NCLH,A,UP,UP,UP,AGREE UP,HOLD,27.59,60.0,2026-07-20,18.19,0.25,0.1,
2026-04-28,NVAX,A,DOWN,UP,UP,MIXED,SKIP,-5.36,60.0,2026-07-20,8.07,0.3,0.1,
2026-04-28,WK,A,UP,UP,UP,AGREE UP,HOLD,37.44,60.0,2026-07-20,53.9,0.25,0.1,
2026-04-28,AAL,A,UP,DOWN,UP,MIXED,SKIP,5.38,60.0,2026-07-20,11.68,0.3,0.1,
2026-04-29,RIVN,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-17.28,40.0,2026-06-23,16.14,0.15,0.02,SHORT DISABLED
2026-04-29,BITF,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-32.51,60.0,2026-07-21,2.89,0.25,0.02,SHORT DISABLED
2026-04-29,PATH,A,UP,UP,UP,AGREE UP,HOLD,47.04,60.0,2026-07-21,10.56,0.2,0.1,
2026-04-29,HON,A,DOWN,UP,DOWN,MIXED,SKIP,-4.34,60.0,2026-07-21,212.93,0.15,0.1,
2026-04-29,ITW,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-7.03,60.0,2026-07-21,268.47,0.2,0.1,SHORT DISABLED
2026-04-29,NCLH,A,UP,UP,UP,AGREE UP,HOLD,31.46,60.0,2026-07-21,17.79,0.25,0.1,
2026-04-29,NVAX,A,DOWN,DOWN,UP,MIXED,SKIP,0.42,60.0,2026-07-21,7.92,0.3,0.1,
2026-04-29,WK,A,UP,UP,UP,AGREE UP,HOLD,43.16,60.0,2026-07-21,54.19,0.25,0.1,
2026-04-29,AAL,A,UP,UP,UP,AGREE UP,HOLD,12.56,60.0,2026-07-21,11.64,0.3,0.1,
2026-04-30,RIVN,A,UP,DOWN,DOWN,MIXED,SKIP,-4.49,40.0,2026-06-24,16.06,0.15,0.02,
2026-04-30,BITF,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-34.45,60.0,2026-07-22,2.73,0.25,0.02,SHORT DISABLED
2026-04-30,PATH,A,UP,UP,UP,AGREE UP,HOLD,18.27,60.0,2026-07-22,10.38,0.2,0.1,
2026-04-30,HON,A,DOWN,DOWN,UP,MIXED,SKIP,-0.84,60.0,2026-07-22,210.3,0.15,0.1,
2026-04-30,ITW,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-2.42,60.0,2026-07-22,265.67,0.2,0.1,SHORT DISABLED
2026-04-30,NCLH,A,UP,UP,UP,AGREE UP,HOLD,29.58,60.0,2026-07-22,17.77,0.25,0.1,
2026-04-30,NVAX,A,UP,UP,UP,AGREE UP,BUY,11.15,60.0,2026-07-22,7.97,0.3,0.1,
2026-04-30,WK,A,UP,UP,UP,AGREE UP,HOLD,36.12,60.0,2026-07-22,53.91,0.25,0.1,
2026-04-30,AAL,A,UP,UP,UP,AGREE UP,HOLD,16.14,60.0,2026-07-22,11.31,0.3,0.1,
2026-05-01,RIVN,A,DOWN,UP,DOWN,MIXED,SKIP,-3.94,40.0,2026-06-25,16.4,0.15,0.02,
2026-05-01,BITF,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-42.47,60.0,2026-07-23,3.03,0.25,0.02,SHORT DISABLED
2026-05-01,PATH,A,UP,UP,UP,AGREE UP,HOLD,29.31,60.0,2026-07-23,10.3,0.2,0.1,
2026-05-01,HON,A,DOWN,UP,DOWN,MIXED,SKIP,-1.67,60.0,2026-07-23,214.33,0.15,0.1,
2026-05-01,ITW,A,DOWN,UP,DOWN,MIXED,SKIP,0.64,60.0,2026-07-23,258.01,0.2,0.1,
2026-05-01,NCLH,A,UP,UP,UP,AGREE UP,HOLD,24.3,60.0,2026-07-23,18.18,0.25,0.1,
2026-05-01,NVAX,A,DOWN,UP,UP,MIXED,SKIP,11.17,60.0,2026-07-23,7.93,0.3,0.1,
2026-05-01,WK,A,UP,UP,UP,AGREE UP,HOLD,36.4,60.0,2026-07-23,53.48,0.25,0.1,
2026-05-01,AAL,A,UP,UP,UP,AGREE UP,HOLD,19.86,60.0,2026-07-23,11.71,0.3,0.1,
2026-05-04,RIVN,A,UP,UP,DOWN,MIXED,SKIP,5.33,40.0,2026-06-26,15.02,0.15,0.02,
2026-05-04,BITF,A,DOWN,DOWN,DOWN,AGREE DOWN,SKIP,-32.97,60.0,2026-07-24,3.09,0.25,0.02,SHORT DISABLED
2026-05-04,PATH,A,UP,UP,UP,AGREE UP,HOLD,41.5,60.0,2026-07-24,10.67,0.2,0.1,
2026-05-04,HON,A,DOWN,UP,UP,MIXED,SKIP,-2.41,60.0,2026-07-24,212.5,0.15,0.1,
2026-05-04,ITW,A,UP,UP,DOWN,MIXED,SKIP,2.71,60.0,2026-07-24,255.47,0.2,0.1,
2026-05-04,NCLH,A,UP,UP,UP,AGREE UP,HOLD,26.43,60.0,2026-07-24,18.81,0.25,0.1,
2026-05-04,NVAX,A,UP,UP,DOWN,MIXED,SKIP,0.32,60.0,2026-07-24,8.04,0.3,0.1,
2026-05-04,WK,A,UP,UP,UP,AGREE UP,HOLD,41.92,60.0,2026-07-24,54.76,0.25,0.1,
2026-05-04,AAL,A,UP,UP,UP,AGREE UP,HOLD,8.39,60.0,2026-07-24,11.84,0.3,0.1,
2026-05-05,RIVN,A,UP,UP,DOWN,MIXED,SKIP,6.57,40.0,2026-06-29,14.51,0.15,0.02,
