date,entry_close,pred_close,actual_close,correct,error_pct,horizon
2022-01-27,19.850000381469727,24.426197,21.239999771118164,True,15.000928979370013,60
2022-01-28,19.559999465942383,27.624657,19.81999969482422,True,39.37768467504053,60
2022-01-31,20.829999923706055,28.534233,19.90999984741211,False,43.31608896004377,60
2022-02-01,21.610000610351562,25.47538,20.6200008392334,False,23.546939413193392,60
2022-02-02,21.309999465942383,24.835264,20.030000686645508,False,23.99033127587907,60
2022-02-03,20.489999771118164,25.209112,19.860000610351562,False,26.934095632498302,60
2022-02-04,20.25,27.500858,20.030000686645508,False,37.2983393116919,60
2022-02-07,21.950000762939453,25.794762,20.3700008392334,False,26.631127123142523,60
2022-02-08,22.75,22.45271,18.959999084472656,True,18.42146773301142,60
2022-02-09,23.719999313354492,27.490414,18.270000457763672,False,50.46750397912378,60
2022-02-10,22.6299991607666,22.700075,15.949999809265137,False,42.32022207517501,60
2022-02-11,21.440000534057617,24.943008,16.209999084472656,False,53.87421240969804,60
2022-02-14,21.09000015258789,22.670372,15.420000076293945,False,47.01927300331089,60
2022-02-15,22.549999237060547,26.771208,14.770000457763672,False,81.25394028255619,60
2022-02-16,22.75,19.60914,16.219999313354492,True,20.894828768415998,60
2022-02-17,21.770000457763672,28.3277,16.09000015258789,False,76.05779610075827,60
2022-02-18,21.200000762939453,26.8444,16.969999313354492,False,58.187398303302615,60
2022-02-22,20.360000610351562,24.059872,15.899999618530273,False,51.3199512630427,60
2022-02-23,19.290000915527344,21.492313,15.949999809265137,False,34.74804791235906,60
2022-02-24,19.3700008392334,22.012493,15.300000190734863,False,43.872502347254255,60
2022-02-25,19.649999618530273,21.028053,15.100000381469727,False,39.25862749974769,60
2022-02-28,19.489999771118164,28.273357,13.289999961853027,False,112.74159121528893,60
2022-03-01,18.479999542236328,21.486187,13.729999542236328,False,56.490806245879334,60
2022-03-02,19.059999465942383,26.286583,15.390000343322754,False,70.80300429091466,60
2022-03-03,18.559999465942383,23.126154,16.200000762939453,False,42.75402998022245,60
2022-03-04,17.389999389648438,20.841587,16.010000228881836,False,30.17855570702887,60
2022-03-07,15.380000114440918,25.926321,15.289999961853027,False,69.56390512980106,60
2022-03-08,15.960000038146973,24.924397,16.079999923706055,True,55.00246662406764,60
2022-03-09,17.309999465942383,24.99547,15.630000114440918,False,59.919832783002846,60
2022-03-10,17.799999237060547,24.543442,15.75,False,55.831376333085316,60
2022-03-11,17.489999771118164,25.73765,15.890000343322754,False,61.973878927057,60
2022-03-14,17.059999465942383,24.175228,15.149999618530273,False,59.57246684895801,60
2022-03-15,18.25,23.799816,13.760000228881836,False,72.9637771490489,60
2022-03-16,19.31999969482422,23.73949,13.15999984741211,False,80.39126735781484,60
2022-03-17,19.690000534057617,22.655487,11.550000190734863,False,96.15139988240495,60
2022-03-18,19.899999618530273,28.899872,11.119999885559082,False,159.89093636325043,60
2022-03-21,19.6299991607666,20.525068,11.729999542236328,False,74.97927607905042,60
2022-03-22,19.90999984741211,24.911268,10.380000114440918,False,139.99294758769554,60
2022-03-23,19.399999618530273,23.780481,11.430000305175781,False,108.05319950632546,60
2022-03-24,19.75,26.524067,11.470000267028809,False,131.24730869705226,60
2022-03-25,19.860000610351562,25.575912,11.470000267028809,False,122.98092310516682,60
2022-03-28,20.540000915527344,25.417896,11.460000038146973,False,121.79665083894629,60
2022-03-29,21.18000030517578,20.923449,13.220000267028809,True,58.27116596060864,60
2022-03-30,21.219999313354492,26.082308,12.869999885559082,False,102.65973618863575,60
2022-03-31,21.8799991607666,23.44496,12.760000228881836,False,83.73792492131813,60
2022-04-01,21.81999969482422,19.856607,11.569999694824219,True,71.62150355126235,60
2022-04-04,21.969999313354492,20.597094,11.119999885559082,True,85.22566361625243,60
2022-04-05,22.190000534057617,20.754137,11.329999923706055,True,83.17861587765898,60
2022-04-06,20.68000030517578,21.613987,12.460000038146973,False,73.46698958925951,60
2022-04-07,20.329999923706055,20.512974,11.270000457763672,False,82.01395698497443,60
2022-04-08,19.940000534057617,21.352577,11.8100004196167,False,80.80081668757187,60
2022-04-11,20.260000228881836,23.423971,11.529999732971191,False,103.15673650159995,60
2022-04-12,20.200000762939453,22.051832,10.960000038146973,False,101.20284783160479,60
2022-04-13,21.450000762939453,21.375639,11.600000381469727,True,84.27274361075226,60
2022-04-14,21.639999389648438,22.302242,11.520000457763672,False,93.59584542396948,60
2022-04-18,21.209999084472656,23.77977,11.180000305175781,False,112.6991882679296,60
2022-04-19,22.18000030517578,21.314722,11.800000190734863,True,80.63323488666671,60
2022-04-20,22.020000457763672,23.259785,12.390000343322754,False,87.7302990634826,60
2022-04-21,21.84000015258789,20.821741,12.850000381469727,True,62.03689094166764,60
2022-04-22,21.1299991607666,23.990211,13.460000038146973,False,78.23336863912164,60
2022-04-25,21.239999771118164,22.017145,12.479999542236328,False,76.41943881766389,60
2022-04-26,19.81999969482422,20.338127,11.970000267028809,False,69.90916192584844,60
2022-04-27,19.90999984741211,21.989815,11.819999694824219,False,86.03904675166578,60
2022-04-28,20.6200008392334,22.910583,11.180000305175781,False,104.92471261818565,60
2022-04-29,20.030000686645508,21.722662,11.5,False,88.89271280039912,60
2022-05-02,19.860000610351562,24.916025,12.109999656677246,False,105.74752987713667,60
2022-05-03,20.030000686645508,20.52851,12.149999618530273,False,68.95892826783383,60
2022-05-04,20.3700008392334,23.696932,11.979999542236328,False,97.80411305897019,60
2022-05-05,18.959999084472656,22.435934,12.470000267028809,False,79.91927495057068,60
2022-05-06,18.270000457763672,24.308895,12.989999771118164,False,87.13545449886874,60
2022-05-09,15.949999809265137,19.215853,12.979999542236328,False,48.04201398389304,60
2022-05-10,16.209999084472656,19.523075,13.210000038146973,False,47.790121479048516,60
2022-05-11,15.420000076293945,23.855555,13.529999732971191,False,76.31600185885436,60
2022-05-12,14.770000457763672,22.126743,12.100000381469727,False,82.86564147994486,60
2022-05-13,16.219999313354492,21.89989,13.5600004196167,False,61.50361520620991,60
2022-05-16,16.09000015258789,24.59126,13.760000228881836,False,78.71555596647336,60
2022-05-17,16.969999313354492,21.774727,14.15999984741211,False,53.77632134406657,60
2022-05-18,15.899999618530273,23.150087,14.15999984741211,False,63.48931925164044,60
2022-05-19,15.949999809265137,22.959938,14.5600004196167,False,57.69187766219061,60
2022-05-20,15.300000190734863,22.220406,13.800000190734863,False,61.01742950360077,60
2022-05-23,15.100000381469727,26.949413,13.8100004196167,False,95.14418885375049,60
2022-05-24,13.289999961853027,23.968119,13.180000305175781,False,81.85218598356381,60
2022-05-25,13.729999542236328,19.248146,12.550000190734863,False,53.37167939916847,60
2022-05-26,15.390000343322754,22.3486,12.850000381469727,False,73.91906400097015,60
2022-05-27,16.200000762939453,21.315266,13.930000305175781,False,53.01697909940285,60
2022-05-31,16.010000228881836,23.170319,14.479999542236328,False,60.0160175138869,60
2022-06-01,15.289999961853027,20.646738,13.720000267028809,False,50.48642602424237,60
2022-06-02,16.079999923706055,18.445856,13.569999694824219,False,35.93114597781347,60
2022-06-03,15.630000114440918,22.443697,13.4399995803833,False,66.99179818774911,60
2022-06-06,15.75,23.204792,13.079999923706055,False,77.406667875043,60
2022-06-07,15.890000343322754,22.930374,13.010000228881836,False,76.25191193004765,60
2022-06-08,15.149999618530273,20.960405,13.050000190734863,False,60.61613060061677,60
2022-06-09,13.760000228881836,20.543219,13.319999694824219,False,54.22837149653555,60
2022-06-10,13.15999984741211,23.598251,14.039999961853027,True,68.07871372429044,60
2022-06-13,11.550000190734863,21.905636,14.279999732971191,True,53.40081402916387,60
2022-06-14,11.119999885559082,22.354254,14.600000381469727,True,53.11132318388735,60
2022-06-15,11.729999542236328,20.663002,14.800000190734863,True,39.614876674769675,60
2022-06-16,10.380000114440918,21.597881,14.399999618530273,True,49.98529089782744,60
2022-06-17,11.430000305175781,19.466959,15.069999694824219,True,29.176903741542233,60
2022-06-21,11.470000267028809,24.014189,15.489999771118164,True,55.03027192585942,60
2022-06-22,11.470000267028809,21.192724,15.3100004196167,True,38.42406039879033,60
2022-06-23,11.460000038146973,18.617167,15.329999923706055,True,21.44270457807221,60
2022-06-24,13.220000267028809,19.494526,15.1899995803833,True,28.337896299875393,60
2022-06-27,12.869999885559082,22.795906,14.579999923706055,True,56.350522538961,60
2022-06-28,12.760000228881836,18.329239,14.390000343322754,True,27.37483289989422,60
2022-06-29,11.569999694824219,21.234278,13.550000190734863,True,56.71053451157272,60
2022-06-30,11.119999885559082,22.57845,13.390000343322754,True,68.62172270613021,60
2022-07-01,11.329999923706055,18.66824,13.960000038146973,True,33.72664428720052,60
2022-07-05,12.460000038146973,25.7488,14.640000343322754,True,75.87977919313292,60
2022-07-06,11.270000457763672,17.168999,13.859999656677246,True,23.874452695172447,60
2022-07-07,11.8100004196167,23.798431,11.359999656677246,False,109.49324045530227,60
2022-07-08,11.529999732971191,22.631441,11.399999618530273,False,98.52141994414146,60
2022-07-11,10.960000038146973,24.845177,13.319999694824219,True,86.52535484990655,60
2022-07-12,11.600000381469727,21.912516,13.220000267028809,True,65.75276246332196,60
2022-07-13,11.520000457763672,19.83632,13.289999961853027,True,49.25749386013853,60
2022-07-14,11.180000305175781,23.947216,12.899999618530273,True,85.6373390859364,60
2022-07-15,11.800000190734863,17.950716,11.90999984741211,True,50.719699820795704,60
2022-07-18,12.390000343322754,15.885063,11.630000114440918,False,36.58695627751808,60
2022-07-19,12.850000381469727,15.199845,12.979999542236328,True,17.10204815159102,60
2022-07-20,13.460000038146973,23.224907,12.949999809265137,False,79.34291323132184,60
2022-07-21,12.479999542236328,16.003727,13.029999732971191,True,22.822158765917596,60
2022-07-22,11.970000267028809,20.680916,13.180000305175781,True,56.91134562719352,60
2022-07-25,11.819999694824219,20.506094,14.3100004196167,True,43.29904526607346,60
2022-07-26,11.180000305175781,21.101353,13.90999984741211,True,51.699158325844266,60
2022-07-27,11.5,23.311722,14.229999542236328,True,63.82095960415075,60
2022-07-28,12.109999656677246,18.886894,14.930000305175781,True,26.502972806549117,60
2022-07-29,12.149999618530273,21.055841,15.3100004196167,True,37.52998607984365,60
2022-08-01,11.979999542236328,19.94163,15.829999923706055,True,25.973654490842137,60
2022-08-02,12.470000267028809,14.103237,15.899999618530273,True,-11.300393141749955,60
2022-08-03,12.989999771118164,18.483236,15.930000305175781,True,16.027846571106867,60
2022-08-04,12.979999542236328,18.642668,16.520000457763672,True,12.849075386220768,60
2022-08-05,13.210000038146973,19.8965,16.889999389648438,True,17.80047574177683,60
2022-08-08,13.529999732971191,15.457779,16.790000915527344,True,-7.934615319950615,60
2022-08-09,12.100000381469727,20.528597,16.350000381469727,True,25.557164520423154,60
2022-08-10,13.5600004196167,14.966566,16.989999771118164,True,-11.909556872051482,60
2022-08-11,13.760000228881836,18.712702,16.940000534057617,True,10.464588002011837,60
2022-08-12,14.15999984741211,20.615034,16.670000076293945,True,23.665470960073712,60
2022-08-15,14.15999984741211,17.820595,17.280000686645508,True,3.1284379599008663,60
2022-08-16,14.5600004196167,18.024347,15.789999961853027,True,14.150394862842125,60
2022-08-17,13.800000190734863,22.439938,17.09000015258789,True,31.304490293727223,60
2022-08-18,13.8100004196167,19.690788,17.860000610351562,True,10.25077041503734,60
2022-08-19,13.180000305175781,22.833834,17.8700008392334,True,27.77746291050287,60
2022-08-22,12.550000190734863,21.010283,18.299999237060547,True,14.810291761816963,60
2022-08-23,12.850000381469727,18.853178,17.59000015258789,True,7.181227178774409,60
2022-08-24,13.930000305175781,19.967142,16.399999618530273,True,21.750869326495412,60
2022-08-25,14.479999542236328,18.716047,16.3700008392334,True,14.331376465975618,60
2022-08-26,13.720000267028809,14.655775,16.1200008392334,True,-9.083285935564513,60
2022-08-29,13.569999694824219,18.11267,16.209999084472656,True,11.73764294525709,60
2022-08-30,13.4399995803833,18.220268,16.31999969482422,True,11.643802636161555,60
2022-08-31,13.079999923706055,20.563171,16.43000030517578,True,25.156244703421805,60
2022-09-01,13.010000228881836,18.15428,15.90999984741211,True,14.10609605892137,60
2022-09-02,13.050000190734863,18.309404,16.56999969482422,True,10.497312675799533,60
2022-09-06,13.319999694824219,22.749329,16.440000534057617,True,38.37790677775851,60
2022-09-07,14.039999961853027,16.661888,16.6200008392334,True,0.2520293694950702,60
