date,entry_close,pred_close,actual_close,correct,error_pct
2022-01-26,22.65999984741211,39.38798,17.18000030517578,False,129.26647680517556
2022-01-27,21.110000610351562,37.71655,17.309999465942383,False,117.88879308682513
2022-01-28,20.899999618530273,35.745296,16.360000610351562,False,118.49202411187044
2022-01-31,24.510000228881836,39.171062,16.760000228881836,False,133.7175533087434
2022-02-01,24.84000015258789,39.734913,16.93000030517578,False,134.70119407007235
2022-02-02,23.760000228881836,38.50321,16.700000762939453,False,130.55812216396117
2022-02-03,23.1299991607666,37.999203,17.5,False,117.13830130440847
2022-02-04,23.959999084472656,43.820843,17.530000686645508,False,149.9762751082091
2022-02-07,23.989999771118164,31.674929,18.1299991607666,False,74.71003933472771
2022-02-08,24.690000534057617,40.49479,15.380000114440918,False,163.29511587917952
2022-02-09,26.100000381469727,39.97746,14.920000076293945,False,167.94543397742143
2022-02-10,25.350000381469727,42.08679,13.550000190734863,False,210.60359841373347
2022-02-11,24.100000381469727,41.112164,13.4399995803833,False,205.894083536338
2022-02-14,23.790000915527344,48.512856,12.710000038146973,False,281.6904436206279
2022-02-15,25.790000915527344,30.943735,13.100000381469727,False,136.21171161530148
2022-02-16,25.610000610351562,39.76767,14.3100004196167,False,177.9012474606173
2022-02-17,24.719999313354492,31.129515,14.550000190734863,False,113.94855179477244
2022-02-18,23.209999084472656,35.924168,16.6299991607666,False,116.02026125057618
2022-02-22,21.770000457763672,38.518864,15.829999923706055,False,143.32826193065853
2022-02-23,20.459999084472656,37.963726,16.65999984741211,False,127.87350775155193
2022-02-24,21.219999313354492,46.312325,16.440000534057617,False,181.7051278555845
2022-02-25,20.940000534057617,40.552025,16.0,False,153.4501552581787
2022-02-28,22.84000015258789,43.640057,14.630000114440918,False,198.29156711373764
2022-03-01,21.8700008392334,31.835371,14.640000343322754,False,117.45471496505833
2022-03-02,21.770000457763672,35.68457,16.030000686645508,False,122.61115897660935
2022-03-03,19.8799991607666,35.446686,16.56999969482422,False,113.92085964906626
2022-03-04,18.6299991607666,31.45714,17.389999389648438,False,80.89212807906844
2022-03-07,18.1200008392334,39.52352,17.56999969482422,False,124.94890216180656
2022-03-08,17.979999542236328,32.52434,18.850000381469727,True,72.54292267932593
2022-03-09,20.170000076293945,44.976246,18.079999923706055,False,148.76242295308418
2022-03-10,17.770000457763672,30.69944,19.18000030517578,True,60.05964293002158
2022-03-11,16.06999969482422,29.490753,19.649999618530273,True,50.08017173709184
2022-03-14,14.100000381469727,32.141895,20.3799991607666,True,57.71293728051569
2022-03-15,14.930000305175781,43.681587,18.81999969482422,True,132.10195498170688
2022-03-16,18.75,46.425846,18.139999389648438,False,155.93080298749265
2022-03-17,18.81999969482422,42.292946,15.989999771118164,False,164.496225560977
2022-03-18,20.860000610351562,39.669083,18.65999984741211,False,112.58886905673332
2022-03-21,20.260000228881836,36.000328,20.110000610351562,False,79.01704113044026
2022-03-22,21.770000457763672,36.23647,19.18000030517578,False,88.9284081972632
2022-03-23,21.8700008392334,25.807915,20.770000457763672,False,24.255725397636724
2022-03-24,21.979999542236328,35.940495,22.65999984741211,True,58.6076556900688
2022-03-25,19.90999984741211,44.5429,22.549999237060547,True,97.52949708416712
2022-03-28,21.209999084472656,39.39464,23.049999237060547,True,70.90951488137449
2022-03-29,21.8799991607666,44.22936,24.079999923706055,True,83.6767392575994
2022-03-30,22.170000076293945,41.526382,22.950000762939453,True,80.94283688803823
2022-03-31,21.049999237060547,33.418713,22.360000610351562,True,49.45756575916909
2022-04-01,21.93000030517578,34.868153,21.860000610351562,False,59.506640644359244
2022-04-04,23.850000381469727,33.450344,21.719999313354492,False,54.00711391885953
2022-04-05,22.469999313354492,35.805088,21.360000610351562,False,67.62681189185406
2022-04-06,21.68000030517578,40.622295,22.18000030517578,True,83.14830847932548
2022-04-07,20.360000610351562,37.729454,20.829999923706055,True,81.13036091559694
2022-04-08,20.0,31.963335,22.5,True,42.059266832139755
2022-04-11,19.700000762939453,32.756668,22.600000381469727,True,44.94100680493031
2022-04-12,19.459999084472656,33.42329,20.56999969482422,True,62.48561375086188
2022-04-13,20.420000076293945,35.125725,20.8700008392334,True,68.30725146137902
2022-04-14,19.649999618530273,28.62838,21.09000015258789,True,35.74385782194715
2022-04-18,19.170000076293945,26.381289,21.049999237060547,True,25.326790900759693
2022-04-19,19.8700008392334,35.171837,20.719999313354492,True,69.7482529855024
2022-04-20,18.149999618530273,28.693727,20.84000015258789,True,37.68583149325445
2022-04-21,17.149999618530273,28.858173,20.200000762939453,True,42.86223901192546
2022-04-22,17.18000030517578,29.745089,20.3700008392334,True,46.023992890468286
2022-04-25,17.309999465942383,34.084736,20.68000030517578,True,64.81980351726888
2022-04-26,16.360000610351562,36.121532,19.239999771118164,True,87.74185483312137
2022-04-27,16.760000228881836,37.614,19.329999923706055,True,94.5887147519159
2022-04-28,16.93000030517578,35.8018,19.040000915527344,True,88.03465363792674
2022-04-29,16.700000762939453,37.150574,19.3799991607666,True,91.69543518700138
2022-05-02,17.5,36.888332,19.489999771118164,True,89.26799794840137
2022-05-03,17.530000686645508,32.348125,19.729999542236328,True,63.95401017884221
2022-05-04,18.1299991607666,36.431587,20.18000030517578,True,80.53313512534626
2022-05-05,15.380000114440918,23.743315,20.18000030517578,True,17.657653042514028
2022-05-06,14.920000076293945,32.29386,20.299999237060547,True,59.083067009200185
2022-05-09,13.550000190734863,25.082771,20.899999618530273,True,20.013262005185616
2022-05-10,13.4399995803833,29.730564,20.219999313354492,True,47.035435840968624
2022-05-11,12.710000038146973,28.345818,20.170000076293945,True,40.53454367227873
2022-05-12,13.100000381469727,35.785225,19.170000076293945,True,86.67305567099918
2022-05-13,14.3100004196167,35.664677,20.049999237060547,True,77.87869338337404
2022-05-16,14.550000190734863,34.03794,20.81999969482422,True,63.48675061443744
2022-05-17,16.6299991607666,28.887663,21.110000610351562,True,36.843496221443985
2022-05-18,15.829999923706055,28.698055,21.299999237060547,True,34.73265866320466
2022-05-19,16.65999984741211,26.433418,20.90999984741211,True,26.415200702152415
2022-05-20,16.440000534057617,22.66538,20.079999923706055,True,12.875401215250848
2022-05-23,16.0,28.549831,19.90999984741211,True,43.394432994391764
2022-05-24,14.630000114440918,25.120289,19.049999237060547,True,31.865038608542562
2022-05-25,14.640000343322754,28.908878,18.950000762939453,True,52.55344149090039
2022-05-26,16.030000686645508,22.381363,18.290000915527344,True,22.36939198859387
2022-05-27,16.56999969482422,31.588453,18.8700008392334,True,67.40038096431783
2022-05-31,17.389999389648438,22.004541,20.079999923706055,True,9.584369923809591
2022-06-01,17.56999969482422,26.311438,19.920000076293945,True,32.085529648786455
2022-06-02,18.850000381469727,24.517977,19.809999465942383,True,23.7656608876537
2022-06-03,18.079999923706055,22.5246,19.829999923706055,True,13.58849804326036
2022-06-06,19.18000030517578,19.566006,19.90999984741211,True,-1.727745571377853
2022-06-07,19.649999618530273,25.348228,18.790000915527344,False,34.902752631816156
2022-06-08,20.3799991607666,26.202633,17.729999542236328,False,47.78699143016296
2022-06-09,18.81999969482422,27.516518,17.110000610351562,False,60.82125457384638
2022-06-10,18.139999389648438,27.058887,17.479999542236328,False,54.799131523476206
2022-06-13,15.989999771118164,22.293896,17.68000030517578,True,26.09669308042409
2022-06-14,18.65999984741211,26.947098,19.15999984741211,True,40.64247386703391
2022-06-15,20.110000610351562,20.737164,21.75,True,-4.656719339304957
2022-06-16,19.18000030517578,19.432606,21.969999313354492,True,-11.54935661925092
2022-06-17,20.770000457763672,24.273,21.940000534057617,True,10.633546610374673
2022-06-21,22.65999984741211,23.373112,21.510000228881836,False,8.661606118767255
2022-06-22,22.549999237060547,26.608063,20.149999618530273,False,32.04994167678003
2022-06-23,23.049999237060547,21.624338,20.899999618530273,True,3.465734663707508
2022-06-24,24.079999923706055,21.988491,20.40999984741211,True,7.733910939434158
2022-06-27,22.950000762939453,21.817812,18.299999237060547,True,19.22302117782431
2022-06-28,22.360000610351562,20.018856,18.350000381469727,True,9.09458110311272
2022-06-29,21.860000610351562,23.882446,17.639999389648438,False,35.38802219617579
2022-06-30,21.719999313354492,22.298664,17.6200008392334,False,26.553138654604837
2022-07-01,21.360000610351562,20.740856,17.190000534057617,True,20.656518477480915
2022-07-05,22.18000030517578,22.062122,17.329999923706055,True,27.305957542397234
2022-07-06,20.829999923706055,20.098536,15.579999923706055,True,29.002154275613346
2022-07-07,22.5,19.793396,15.770000457763672,True,25.512970333170376
2022-07-08,22.600000381469727,17.618793,15.489999771118164,True,13.743019676474757
2022-07-11,20.56999969482422,21.938297,16.729999542236328,False,31.13148757920399
2022-07-12,20.8700008392334,19.72427,16.040000915527344,True,22.96925649081167
2022-07-13,21.09000015258789,24.014149,14.770000457763672,False,62.5873254427386
2022-07-14,21.049999237060547,22.368206,13.760000228881836,False,62.5596340995672
2022-07-15,20.719999313354492,20.753899,13.279999732971191,False,56.27936022527397
2022-07-18,20.84000015258789,23.166952,12.829999923706055,False,80.56860694420597
2022-07-19,20.200000762939453,23.648626,12.880000114440918,False,83.60734563193103
2022-07-20,20.3700008392334,24.523611,12.779999732971191,False,91.8905444532756
2022-07-21,20.68000030517578,26.546074,11.75,False,125.92403330701462
2022-07-22,19.239999771118164,23.923058,12.210000038146973,False,95.93003670279252
2022-07-25,19.329999923706055,23.089394,12.210000038146973,False,89.1023222242903
2022-07-26,19.040000915527344,22.959423,10.920000076293945,False,110.25112550161784
2022-07-27,19.3799991607666,23.06917,10.970000267028809,False,110.29324919439733
2022-07-28,19.489999771118164,20.567385,11.210000038146973,False,83.47354727795744
2022-07-29,19.729999542236328,18.390347,9.449999809265137,True,94.60684548447313
2022-08-01,20.18000030517578,25.1668,10.630000114440918,False,136.75258019140412
2022-08-02,20.18000030517578,21.424793,10.8100004196167,False,98.19419437328646
2022-08-03,20.299999237060547,28.014177,9.979999542236328,False,180.7031924583661
2022-08-04,20.899999618530273,18.031647,9.6899995803833,True,86.08511361568458
2022-08-05,20.219999313354492,20.827559,9.670000076293945,False,115.38323012545699
2022-08-08,20.170000076293945,22.000835,9.710000038146973,False,126.57914863303898
2022-08-09,19.170000076293945,21.698437,9.489999771118164,False,128.6452819851219
2022-08-10,20.049999237060547,23.433416,9.9399995803833,False,135.7486655514881
2022-08-11,20.81999969482422,20.881378,11.680000305175781,False,78.7789180499843
2022-08-12,21.110000610351562,19.503927,10.979999542236328,True,77.63140295051907
2022-08-15,21.299999237060547,20.556812,10.5600004196167,True,94.6667752795706
2022-08-16,20.90999984741211,23.456633,9.25,False,153.58521745011612
2022-08-17,20.079999923706055,18.968567,10.34000015258789,True,83.44841987051427
2022-08-18,19.90999984741211,22.830318,11.5600004196167,False,97.49409707793704
2022-08-19,19.049999237060547,24.653627,11.170000076293945,False,120.71286685084448
2022-08-22,18.950000762939453,23.835066,11.510000228881836,False,107.08136722591806
2022-08-23,18.290000915527344,28.92921,10.529999732971191,False,174.73135229300715
2022-08-24,18.8700008392334,29.17004,10.670000076293945,False,173.38369186541735
2022-08-25,20.079999923706055,26.828386,10.470000267028809,False,156.2405503584203
2022-08-26,19.920000076293945,26.122278,10.020000457763672,False,160.701367466116
2022-08-29,19.809999465942383,24.380337,10.010000228881836,False,143.55980223786676
2022-08-30,19.829999923706055,31.794277,10.5600004196167,False,201.08215840692324
2022-08-31,19.90999984741211,24.044872,10.170000076293945,False,136.42942088057242
2022-09-01,18.790000915527344,22.765554,10.119999885559082,False,124.9560739678101
2022-09-02,17.729999542236328,18.731531,10.5,False,78.39553469703311
2022-09-06,17.110000610351562,17.492336,12.779999732971191,False,36.87274365166679
2022-09-07,17.479999542236328,27.618368,12.09000015258789,False,128.439766751301
2022-09-08,17.68000030517578,21.193987,13.130000114440918,False,61.41650196476518
2022-09-09,19.15999984741211,20.73183,12.800000190734863,False,61.96742412496471
2022-09-12,21.75,20.154577,13.239999771118164,True,52.224906372085975
2022-09-13,21.969999313354492,19.983908,12.579999923706055,True,58.85459316996341
2022-09-14,21.940000534057617,22.984392,13.40999984741211,False,71.39740811088281
2022-09-15,21.510000228881836,21.061987,12.630000114440918,True,66.76157349465002
2022-09-16,20.149999618530273,24.333246,12.489999771118164,False,94.82183088063158
2022-09-19,20.899999618530273,24.120401,12.3100004196167,False,95.94151551781454
2022-09-20,20.40999984741211,20.476456,12.100000381469727,False,69.22690118121623
2022-09-21,18.299999237060547,19.291023,11.880000114440918,False,62.382349061975425
2022-09-22,18.350000381469727,19.49625,11.600000381469727,False,68.07111647799536
2022-09-23,17.639999389648438,19.544682,11.0600004196167,False,76.71501634309718
2022-09-26,17.6200008392334,21.79998,11.09000015258789,False,96.5733080579545
2022-09-27,17.190000534057617,21.929897,11.609999656677246,False,88.88800996421298
2022-09-28,17.329999923706055,18.084213,11.289999961853027,False,60.179037359959175
2022-09-29,15.579999923706055,20.042765,10.970000267028809,False,82.70523405488312
2022-09-30,15.770000457763672,17.423973,10.0600004196167,False,73.20052044451081
2022-10-03,15.489999771118164,16.965723,9.800000190734863,False,73.11961946449242
2022-10-04,16.729999542236328,23.517664,9.989999771118164,False,135.4120570020412
2022-10-05,16.040000915527344,16.899729,9.75,False,73.33055153871194
2022-10-06,14.770000457763672,23.26907,9.630000114440918,False,141.631042524466
2022-10-07,13.760000228881836,23.678362,10.630000114440918,False,122.75034466399488
2022-10-10,13.279999732971191,15.475332,10.859999656677246,False,42.49845993887176
2022-10-11,12.829999923706055,21.918512,10.369999885559082,False,111.36463439004802
2022-10-12,12.880000114440918,16.300795,10.760000228881836,False,51.49437039681537
2022-10-13,12.779999732971191,20.904037,11.239999771118164,False,85.97898488663748
2022-10-14,11.75,22.507624,11.510000228881836,False,95.5484207203348
2022-10-17,12.210000038146973,22.186174,11.8100004196167,False,87.85921764954739
2022-10-18,12.210000038146973,21.934523,11.800000190734863,False,85.88578198504396
2022-10-19,10.920000076293945,23.425219,11.40999984741211,True,105.30428479774582
2022-10-20,10.970000267028809,22.537865,11.010000228881836,True,104.70358053160109
2022-10-21,11.210000038146973,20.35821,10.770000457763672,False,89.02700784297474
2022-10-24,9.449999809265137,20.84124,11.069999694824219,True,88.26775522806514
2022-10-25,10.630000114440918,19.80748,12.0600004196167,True,64.24112080609675
2022-10-26,10.8100004196167,22.530235,11.680000305175781,True,92.89584505013649
2022-10-27,9.979999542236328,19.25907,11.630000114440918,True,65.59818790401494
2022-10-28,9.6899995803833,21.162266,12.170000076293945,True,73.88878919409427
2022-10-31,9.670000076293945,20.367287,12.710000038146973,True,60.24615752163531
2022-11-01,9.710000038146973,19.945639,12.020000457763672,True,65.93708732958824
2022-11-02,9.489999771118164,19.394106,12.069999694824219,True,60.68025187748216
2022-11-03,9.9399995803833,19.808598,12.100000381469727,True,63.7074127289508
2022-11-04,11.680000305175781,20.6383,11.960000038146973,True,72.56103575409524
2022-11-07,10.979999542236328,20.33928,11.1899995803833,True,81.76300212254331
2022-11-08,10.5600004196167,19.350544,10.930000305175781,True,77.04065357314622
2022-11-09,9.25,20.165968,10.920000076293945,True,84.67003480212568
2022-11-10,10.34000015258789,21.152433,10.649999618530273,True,98.61440519285982
2022-11-11,11.5600004196167,16.703617,10.470000267028809,False,59.537886054776976
2022-11-14,11.170000076293945,21.77024,10.3100004196167,False,111.15654604891635
2022-11-15,11.510000228881836,20.394165,10.3100004196167,False,97.80954615926879
2022-11-16,10.529999732971191,21.574625,10.3100004196167,False,109.25920598615147
2022-11-17,10.670000076293945,21.714996,10.5,False,106.80948893229167
2022-11-18,10.470000267028809,21.87104,10.1899995803833,False,114.6323969074746
2022-11-21,10.020000457763672,21.562006,10.1899995803833,True,111.59967502072298
2022-11-22,10.010000228881836,17.17996,10.029999732971191,True,71.28574983286929
2022-11-23,10.5600004196167,19.075714,10.180000305175781,False,87.38421944476296
2022-11-25,10.170000076293945,18.753225,9.789999961853027,False,91.55490704402945
2022-11-28,10.119999885559082,19.1604,9.300000190734863,False,106.02580642647268
2022-11-29,10.5,19.077885,9.329999923706055,False,104.47893708550176
2022-11-30,12.779999732971191,18.840843,9.390000343322754,False,100.64795007256151
2022-12-01,12.09000015258789,20.91453,8.829999923706055,False,136.85764418032932
2022-12-02,13.130000114440918,20.162466,9.09000015258789,False,121.80930374851704
2022-12-05,12.800000190734863,17.688068,9.569999694824219,False,84.82830672877542
2022-12-06,13.239999771118164,20.647041,9.3100004196167,False,121.7727216993062
2022-12-07,12.579999923706055,21.904919,8.970000267028809,False,144.2019845993829
2022-12-08,13.40999984741211,19.499105,9.180000305175781,False,112.40854907703444
2022-12-09,12.630000114440918,21.03557,8.789999961853027,False,139.31251690493517
2022-12-12,12.489999771118164,17.7686,8.510000228881836,False,108.79670958836012
2022-12-13,12.3100004196167,19.228798,8.550000190734863,False,124.89821618290469
2022-12-14,12.100000381469727,15.421284,8.420000076293945,False,83.15063636806391
2022-12-15,11.880000114440918,20.656868,8.25,False,150.38627855705494
2022-12-16,11.600000381469727,17.967863,8.5,False,111.38662450453813
2022-12-19,11.0600004196167,13.222232,8.260000228881836,False,60.07544187101197
2022-12-20,11.09000015258789,17.757587,8.75,False,102.94385637555803
2022-12-21,11.609999656677246,18.78811,9.270000457763672,False,102.67648117856444
2022-12-22,11.289999961853027,15.959686,9.09000015258789,False,75.57410353566615
2022-12-23,10.970000267028809,12.503765,9.270000457763672,False,34.88419081715585
